29,0,0,5,2,1,2,0,8,4,212,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
30,10,3,4,2,2,2,0,8,4,139,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
51,4,3,6,0,2,2,1,8,4,490,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
54,3,3,1,0,1,2,0,8,4,175,5,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
59,4,3,1,0,2,2,0,8,4,130,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
52,4,3,0,0,1,2,0,8,4,121,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
54,0,3,4,2,1,2,0,8,4,78,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
57,11,3,4,0,2,2,0,8,4,73,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
31,0,3,3,0,1,2,0,8,4,84,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
32,10,0,4,2,2,2,0,8,4,168,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
56,3,3,4,2,2,2,0,8,4,388,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
39,10,2,4,2,2,2,0,8,4,99,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
44,0,2,3,0,1,1,0,8,4,418,4,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
31,10,0,4,2,2,2,0,8,4,222,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
34,9,3,3,2,1,2,0,8,4,73,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
51,4,3,6,0,2,2,0,8,4,202,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
46,3,3,6,0,1,2,0,8,4,394,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
31,10,3,4,2,1,2,0,8,4,109,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
51,11,3,5,0,1,2,0,8,4,233,6,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
57,11,3,4,0,2,2,0,8,4,338,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
57,0,0,4,0,1,2,0,8,4,107,8,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
30,10,3,4,2,2,2,0,8,4,163,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
31,10,0,4,2,1,2,0,8,4,86,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
59,3,3,4,0,1,2,0,8,4,83,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
45,4,3,5,0,1,2,0,8,4,399,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
31,10,3,4,2,1,1,0,8,4,274,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
55,0,2,3,2,1,2,0,8,4,150,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
34,10,0,4,2,1,2,0,8,4,209,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
34,10,0,4,2,1,2,0,8,4,67,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
32,0,0,4,2,1,2,0,8,4,75,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
35,10,3,4,0,2,2,0,8,4,181,5,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
59,4,3,1,0,2,2,0,8,4,413,4,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
48,0,3,5,2,2,2,0,8,4,58,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
33,11,3,4,2,1,2,0,8,4,399,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
45,4,3,0,2,2,1,0,8,4,48,8,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
42,0,0,4,2,1,1,0,8,4,275,8,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
31,0,0,3,2,1,2,0,8,4,449,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
35,0,0,3,2,1,2,0,8,4,536,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
32,0,0,4,2,1,2,0,8,4,158,5,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
33,11,3,4,2,2,2,0,8,4,113,4,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
45,10,0,4,2,2,2,0,8,4,127,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
58,4,3,6,0,2,2,0,8,4,740,4,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
33,0,3,4,2,2,2,0,8,2,75,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
50,0,0,4,2,1,2,0,8,2,178,5,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
32,0,0,4,2,2,1,0,8,2,65,8,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
33,0,3,5,2,2,2,0,8,2,152,4,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
44,1,3,5,2,2,2,0,8,2,464,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
49,10,3,5,2,2,2,0,8,2,96,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
33,0,0,3,2,2,2,0,8,2,64,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
53,1,3,5,0,1,2,0,8,2,76,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
32,11,3,4,2,1,2,0,8,2,106,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
48,9,3,1,0,2,2,0,8,2,81,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
32,0,0,3,2,2,2,0,8,2,169,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
33,0,0,3,2,2,2,0,8,2,103,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
52,4,3,1,0,2,2,0,8,2,82,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
45,4,3,0,0,1,2,0,8,2,152,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
34,0,0,4,2,1,2,0,8,2,90,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
34,0,0,4,2,1,2,0,8,2,115,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
30,10,3,4,2,1,1,0,8,2,67,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
33,10,0,4,2,1,2,0,8,2,175,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
39,0,3,3,2,1,2,0,8,2,110,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
30,10,3,4,2,1,2,0,8,2,123,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
33,0,0,3,2,1,2,0,8,2,719,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
31,0,3,3,2,1,2,0,8,2,125,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
57,0,3,4,2,2,2,0,8,2,259,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
42,10,3,3,0,1,2,0,8,2,81,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
31,0,3,3,2,1,2,0,8,2,373,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
